COMPANY_ID,TABLE_ID,FIELD_ID,FIELD_ORDER,DATA_TYPE_ID,DATA_SIZE,DATA_SCALE,PRIMARY_KEY,UNIQUE_KEY,NULLABLE,DEFAULT_VALUE,SEQUENTIAL_ID,MINIMUM_VALUE,MAXIMUM_VALUE,DESCRIPTION
ALL,COMPANY,COMPANY_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Company Id
ALL,COMPANY,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of company
ALL,COMPANY,DATAFILE_ID,3,Long,10,0,0,0,1,(null),(null),(null),(null),Document Id
ALL,COMPANY,UPGRADE_NUMBER,4,BigDecimal,4,2,0,0,1,(null),(null),(null),(null),Upgrade number of company
ALL,COMPANY,LICENSE_DATE,5,Date,0,0,0,0,1,(null),(null),(null),(null),License date of company
ALL,COMPANY,ENABLE,6,Boolean,0,0,0,0,0,0,(null),(null),(null),Enable
ALL,DATABASE_TYPE,DATA_TYPE_ID,1,String,30,0,1,0,0,(null),(null),(null),(null),Data type Id
ALL,DATABASE_TYPE,DATABASE_ID,2,String,30,0,1,0,0,(null),(null),(null),(null),Database Id
ALL,DATABASE_TYPE,DATA_SIZE,3,Integer,5,0,1,0,0,(null),(null),(null),(null),Data size of field
ALL,DATABASE_TYPE,DATABASE_TYPE,4,String,30,0,0,0,0,(null),(null),(null),(null),Data type of database
ALL,DATA_TYPE,DATA_TYPE_ID,1,String,30,0,1,0,0,(null),(null),(null),(null),Data type Id
ALL,DATA_TYPE,DESCRIPTION,2,String,100,0,0,0,0,(null),(null),(null),(null),Name of data type
ALL,ENTITY_FIELD,TABLE_ID,1,String,30,0,1,1,0,(null),(null),(null),(null),Table Id
ALL,ENTITY_FIELD,FIELD_ID,2,String,30,0,1,1,0,(null),(null),(null),(null),Field Id
ALL,ENTITY_FIELD,FIELD_ORDER,3,Integer,3,0,0,1,0,(null),(null),(null),(null),Field order
ALL,ENTITY_FIELD,DATA_TYPE_ID,4,String,30,0,0,0,0,(null),(null),(null),(null),Data type of field
ALL,ENTITY_FIELD,DATA_SIZE,5,Integer,5,0,0,0,0,(null),(null),(null),(null),Data size of field
ALL,ENTITY_FIELD,DATA_SCALE,6,Integer,3,0,0,0,0,0,(null),(null),(null),Data scale of field
ALL,ENTITY_FIELD,PRIMARY_KEY,7,Boolean,0,0,0,0,0,0,(null),(null),(null),Primary key
ALL,ENTITY_FIELD,UNIQUE_KEY,8,Boolean,0,0,0,0,0,0,(null),(null),(null),Unique key
ALL,ENTITY_FIELD,NULLABLE,9,Boolean,0,0,0,0,0,0,(null),(null),(null),Nullable
ALL,ENTITY_FIELD,DEFAULT_VALUE,10,String,30,0,0,0,1,(null),(null),(null),(null),Default value of field
ALL,ENTITY_FIELD,SEQUENTIAL_ID,11,String,30,0,0,0,1,(null),(null),(null),(null),Sequential Id of field
ALL,ENTITY_FIELD,MINIMUM_VALUE,12,String,30,0,0,0,1,(null),(null),(null),(null),Minimum value of field
ALL,ENTITY_FIELD,MAXIMUM_VALUE,13,String,30,0,0,0,1,(null),(null),(null),(null),Maximum value of field
ALL,ENTITY_FIELD,DESCRIPTION,14,String,100,0,0,0,1,(null),(null),(null),(null),Description of field
ALL,ENTITY_RELATIONSHIP,RELATIONSHIP_ID,1,String,30,0,1,0,0,(null),(null),(null),(null),Relationship order
ALL,ENTITY_RELATIONSHIP,RELATIONSHIP_ORDER,2,Integer,3,0,1,0,0,(null),(null),(null),(null),Field order
ALL,ENTITY_RELATIONSHIP,TABLE_FROM,3,String,30,0,0,0,0,(null),(null),(null),(null),Table from
ALL,ENTITY_RELATIONSHIP,FIELD_FROM,4,String,30,0,0,0,0,(null),(null),(null),(null),Field from
ALL,ENTITY_RELATIONSHIP,TABLE_TO,5,String,30,0,0,0,0,(null),(null),(null),(null),Table to
ALL,ENTITY_RELATIONSHIP,FIELD_TO,6,String,30,0,0,0,0,(null),(null),(null),(null),Filed to
ALL,ENTITY_TABLE,TABLE_ID,1,String,30,0,1,0,0,(null),(null),(null),(null),Table Id
ALL,ENTITY_TABLE,HAS_TABLE_ID,2,Boolean,0,0,0,0,0,(null),(null),(null),(null),Order of fields
ALL,ENTITY_TABLE,PACKAGE_NAME,3,String,30,0,0,0,0,(null),(null),(null),(null),Package name of entity
ALL,ENTITY_TABLE,MULTI_COMPANY,4,Boolean,0,0,0,0,0,0,(null),(null),(null),Multi company of entity
ALL,ENTITY_TABLE,MULTI_LANGUAGE,5,Boolean,0,0,0,0,0,0,(null),(null),(null),Multi language of entity
ALL,ENTITY_TABLE,HISTORICAL_DATA,6,Boolean,0,0,0,0,0,0,(null),(null),(null),Historical data of entity
ALL,ENTITY_TABLE,OPTIMISTIC_LOCKING,7,Boolean,0,0,0,0,0,0,(null),(null),(null),Optimistic locking of entity
ALL,ENTITY_TABLE,ENUMERATED_TYPES,8,Boolean,0,0,0,0,0,0,(null),(null),(null),Enumerated type of entity
ALL,ENTITY_TABLE,CACHE_MEMORY,9,Boolean,0,0,0,0,0,0,(null),(null),(null),Cache memory of entity
ALL,ENTITY_TABLE,DESCRIPTION,10,String,100,0,0,0,0,(null),(null),(null),(null),Description of entity
ALL,LANGUAGE,LANGUAGE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Language Id
ALL,LANGUAGE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of language
ALL,SEQUENTIAL,SEQUENTIAL_ID,1,String,40,0,1,0,0,(null),(null),(null),(null),Sequential Id
ALL,SEQUENTIAL,SEQUENTIAL_VALUE,2,Long,10,0,0,0,0,0,(null),(null),(null),Value of sequential

ALL,CITY,COUNTRY_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Country Id
ALL,CITY,PROVINCE_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Province Id
ALL,CITY,CITY_ID,3,String,3,0,1,0,0,(null),(null),(null),(null),City Id
ALL,CITY,NAME,4,String,40,0,0,0,0,(null),(null),(null),(null),Name of city
ALL,COUNTRY,COUNTRY_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Country Id
ALL,COUNTRY,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of country
ALL,COUNTRY,AREA_CODE,3,String,4,0,0,0,1,(null),(null),(null),(null),Area code
ALL,DATAFILE,DATAFILE_ID,1,Long,10,0,1,0,0,(null),(null),(null),(null),Datafile Id
ALL,DATAFILE,DATAFILE_TYPE_ID,2,String,4,0,0,0,0,(null),(null),(null),(null),Datafile type Id
ALL,DATAFILE,BINARY_PATH,3,String,200,0,0,0,0,(null),(null),(null),(null),Binary path
ALL,DATAFILE,BINARY_BYTES,4,Long,10,0,0,0,1,(null),(null),(null),(null),Binary bytes
ALL,DATAFILE,BINARY_OBJECT,5,Blob,0,0,0,0,1,(null),(null),(null),(null),Binary object
ALL,DATAFILE,CHARACTER_DATA,6,Clob,0,0,0,0,1,(null),(null),(null),(null),Character data
ALL,DATAFILE_TYPE,DATAFILE_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Datafile type Id
ALL,DATAFILE_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of datafile type
ALL,DISTRICT,COUNTRY_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Country Id
ALL,DISTRICT,PROVINCE_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Province Id
ALL,DISTRICT,CITY_ID,3,String,3,0,1,0,0,(null),(null),(null),(null),City Id
ALL,DISTRICT,DISTRICT_ID,4,String,4,0,1,0,0,(null),(null),(null),(null),District Id
ALL,DISTRICT,NAME,5,String,40,0,0,0,0,(null),(null),(null),(null),Name of district
ALL,PARAMETER,PARAMETER_ID,1,String,40,0,1,0,0,(null),(null),(null),(null),Parameter Id
ALL,PARAMETER,SUBSYSTEM_ID,2,String,2,0,0,0,0,(null),(null),(null),(null),Subsystem Id
ALL,PARAMETER,DATA_TYPE_ID,3,String,30,0,0,0,0,(null),(null),(null),(null),Data type of parameter
ALL,PARAMETER,PARAMETER_VALUE,4,String,100,0,0,0,0,(null),(null),(null),(null),Value of parameter
ALL,PARAMETER,DESCRIPTION,5,String,100,0,0,0,0,(null),(null),(null),(null),Description of parameter
ALL,PROVINCE,COUNTRY_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Country Id
ALL,PROVINCE,PROVINCE_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Province Id
ALL,PROVINCE,NAME,3,String,40,0,0,0,0,(null),(null),(null),(null),Name of province
ALL,RESPONSE,RESPONSE_ID,1,String,8,0,1,0,0,(null),(null),(null),(null),Response Id
ALL,RESPONSE,DESCRIPTION,2,String,100,0,0,0,0,(null),(null),(null),(null),Description of response

ALL,ADDRESS_TYPE,ADDRESS_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Address type Id
ALL,ADDRESS_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of address type
ALL,CIVIL_STATUS,CIVIL_STATUS_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Civil type status Id
ALL,CIVIL_STATUS,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of civil status
ALL,GENDER_TYPE,GENDER_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Gender type Id
ALL,GENDER_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of gender
ALL,IDENTIFICATION_TYPE,IDENTIFICATION_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Identification type Id
ALL,IDENTIFICATION_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of identification type
ALL,PERSON,PERSON_ID,1,Integer,0,0,1,0,0,(null),PERSON,(null),(null),Person Id
ALL,PERSON,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of person
ALL,PERSON,LAST_NAME,3,String,40,0,0,0,0,(null),(null),(null),(null),Lastname of person
ALL,PERSON,SECOND_LAST_NAME,4,String,40,0,0,0,1,(null),(null),(null),(null),Second lastname of person
ALL,PERSON,IDENTIFICATION_TYPE_ID,5,String,4,0,0,0,0,(null),(null),(null),(null),Identification type Id
ALL,PERSON,IDENTIFICATION_NUMBER,6,String,40,0,0,0,0,(null),(null),(null),(null),Identification number
ALL,PERSON,DATE_OF_BIRTH,7,Date,0,0,0,0,0,(null),(null),(null),(null),Date of birth
ALL,PERSON,GENDER_TYPE_ID,8,String,4,0,0,0,0,(null),(null),(null),(null),Gender type Id
ALL,PERSON,CIVIL_STATUS_ID,9,String,4,0,0,0,0,(null),(null),(null),(null),Civil type status Id
ALL,PERSON,COUNTRY_ID,10,String,2,0,0,0,0,(null),(null),(null),(null),Country Id
ALL,PERSON,CITY_ID,11,String,3,0,0,0,1,(null),(null),(null),(null),City Id
ALL,PERSON,PROVINCE_ID,12,String,2,0,0,0,1,(null),(null),(null),(null),Province Id
ALL,PERSON,DISTRICT_ID,13,String,4,0,0,0,1,(null),(null),(null),(null),District Id
ALL,PERSON,PROFESSION_TYPE_ID,14,String,4,0,0,0,1,(null),(null),(null),(null),Profession type Id
ALL,PERSON_ADDRESS,PERSON_ID,1,Long,10,0,1,0,0,(null),(null),(null),(null),Person Id
ALL,PERSON_ADDRESS,ADDRESS_SEQUENCE,2,Integer,3,0,1,0,0,(null),(null),(null),(null),Sequence of person address
ALL,PERSON_ADDRESS,ADDRESS_TYPE_ID,3,String,4,0,0,0,0,(null),(null),(null),(null),Address type Id
ALL,PERSON_ADDRESS,ADDRESS_DESCRIPTION,4,String,40,0,0,0,0,(null),(null),(null),(null),First street
ALL,PERSON_ADDRESS,COUNTRY_ID,5,String,2,0,0,0,1,(null),(null),(null),(null),Country Id
ALL,PERSON_ADDRESS,CITY_ID,6,String,3,0,0,0,1,(null),(null),(null),(null),City Id
ALL,PERSON_ADDRESS,PROVINCE_ID,7,String,2,0,0,0,1,(null),(null),(null),(null),Province Id
ALL,PERSON_ADDRESS,DISTRICT_ID,8,String,4,0,0,0,1,(null),(null),(null),(null),District Id
ALL,PERSON_PHONE,PERSON_ID,1,Long,10,0,1,0,0,(null),(null),(null),(null),Person Id
ALL,PERSON_PHONE,PHONE_SEQUENCE,2,Integer,3,0,1,0,0,(null),(null),(null),(null),Sequence of person phone
ALL,PERSON_PHONE,PHONE_TYPE_ID,3,String,4,0,0,0,0,(null),(null),(null),(null),Phone type Id
ALL,PERSON_PHONE,AREA_CODE,4,String,4,0,0,0,0,(null),(null),(null),(null),Area code
ALL,PERSON_PHONE,PHONE_NUMBER,5,String,40,0,0,0,0,(null),(null),(null),(null),Phone number
ALL,PERSON_TYPE,PERSON_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Person type Id
ALL,PERSON_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of person type
ALL,PHONE_TYPE,PHONE_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Phone type Id
ALL,PHONE_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of phone
ALL,PROFESSION_TYPE,PROFESSION_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Profession type Id
ALL,PROFESSION_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of profession type


ALL,COMPONENT_TYPE,COMPONENT_TYPE_ID,1,String,3,0,1,0,0,(null),(null),(null),(null),Component type Id
ALL,COMPONENT_TYPE,DESCRIPTION,2,String,50,0,0,0,0,(null),(null),(null),(null),Component type description
ALL,COMPONENT,COMPONENT_ID,1,String,150,0,1,0,0,(null),(null),(null),(null),Component Id
ALL,COMPONENT,TYPE_ID,2,String,3,0,1,0,0,(null),(null),(null),(null),Component type Id
ALL,COMPONENT,SUBSYSTEM_ID,3,String,2,0,0,0,0,(null),(null),(null),(null),Subsystem Id
ALL,COMPONENT,CLASS_NAME,4,String,100,0,0,0,0,(null),(null),(null),(null),Class name
ALL,COMPONENT,METHOD_NAME,5,String,100,0,0,0,1,(null),(null),(null),(null),Method name
ALL,COMPONENT,DESCRIPTION,6,String,100,0,0,0,0,(null),(null),(null),(null),Description
ALL,CHANNEL,CHANNEL_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Channel Id
ALL,CHANNEL,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name
ALL,HOST,HOST_ID,1,String,40,0,1,0,0,(null),(null),(null),(null),Host Id
ALL,HOST,ADDRESS,2,String,60,0,0,0,0,(null),(null),(null),(null),Address
ALL,HOST,CHANNEL_ID,3,String,4,0,0,0,0,(null),(null),(null),(null),Channel Id
ALL,HOST,TIME_ZONE,4,String,4,0,0,0,1,(null),(null),(null),(null),Time zone
ALL,MODULE,SUBSYSTEM_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Subsystem Id
ALL,MODULE,MODULE_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Module Id
ALL,MODULE,NAME,3,String,40,0,0,0,0,(null),(null),(null),(null),Name of module
ALL,PROCESS,SUBSYSTEM_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Subsystem Id
ALL,PROCESS,MODULE_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Module Id
