COMPANY_ID,RELATIONSHIP_ID,RELATIONSHIP_ORDER,TABLE_FROM,FIELD_FROM,TABLE_TO,FIELD_TO
ALL,PRODUCT_MIC_CURRENCY_ID_FK,1,PRODUCT_MICROCREDIT,CURRENCY_ID,CURRENCY_ID,CURRENCY_ID
ALL,SOLICITUDE_PRODUCT_ID_FK,1,SOLICITUDE,PRODUCT_ID,PRODUCT_MICROCREDIT_ID,PRODUCT_ID
ALL,SOLICITUDE_USER_ACCOUNT_ID_FK,1,SOLICITUDE,ASSESSOR,USER_ACCOUNT_ID,USER_ID
ALL,SOLICITUDE_SOL_STATUS_ID_FK,1,SOLICITUDE,STATUS_ID,SOLICITUDE_STATUS_ID,STATUS_ID
ALL,SOLICITUDE_QUOTA_TYPE_ID_FK,1,SOLICITUDE,QUOTA_TYPE_ID,QUOTA_TYPE_ID,QUOTA_TYPE_ID
ALL,SOLICITUDE_PAY_FREQ_ID_FK,1,SOLICITUDE,PAYMENT_FREQUENCY_ID,FREQUENCY_ID,FREQUENCY_ID
ALL,SOLICITUDE_FUNDS_DEST_ID_FK,1,SOLICITUDE,FUNDS_DESTINATION_ID,FUNDS_DESTINATION_ID,FUNDS_DESTINATION_ID
ALL,SOLICITUDE_PARTNER_CLIE_ID_FK,1,SOLICITUDE,PARTNER_CLIENT_ID,PARTNER_ID,PARTNER_ID
ALL,SOLICITUDE_GROUP_CLIENT_ID_FK,1,SOLICITUDE,GROUP_CLIENT_ID,PARTNER_GROUP_ID,PARTNER_GROUP_ID
ALL,RECOMMENDATION_SOLICITUDE_ID,1,RECOMMENDATION,SOLICITUDE_ID,SOLICITUDE_ID,SOLICITUDE_ID
ALL,ZONE_ASE_USER_ID_FK,1,ZONE_ASESSOR,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,ZONE_ASE_GEO_ZONE_ID_FK,1,ZONE_ASESSOR,GEOGRAPHIC_ZONE_ID,GEOGRAPHIC_ZONE_ID,GEOGRAPHIC_ZONE_ID
ALL,PROD_ASSESSOR_USER_ID_FK,1,PRODUCT_ASESSOR,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,PROD_ASSESSOR_PRODUCT_ID_FK,1,PRODUCT_ASESSOR,PRODUCT_ID,PRODUCT_MICROCREDIT_ID,PRODUCT_ID
ALL,PARTNER_PERSON_ID_FK,1,PARTNER,PERSON_ID,PERSON_ID,PERSON_ID
ALL,PARTNER_USER_ID_FK,1,PARTNER,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,PARTNER_FREQ_ID_FK,1,PARTNER,FREQUENCY_ID,FREQUENCY_ID,FREQUENCY_ID
ALL,PARTNER_GROUP_PAR_GRP_ID_FK,1,PARTNER_GROUP,PARTNER_GROUP_ID,PARTNER_GROUP_ID,PARTNER_GROUP_ID
ALL,PARTNER_GROUP_USER_ID_FK,1,PARTNER_GROUP,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,PARTNER_GROUP_FREQ_ID_FK,1,PARTNER_GROUP,FREQUENCY_ID,FREQUENCY_ID,FREQUENCY_ID
ALL,PARTNER_GRP_MEM_GRP_ID_FK,1,PARTNER_GROUP_MEMBER,PARTNER_GROUP_ID,PARTNER_GROUP_ID,PARTNER_GROUP_ID
ALL,PARTNER_GRP_MEM_PERSON_ID_FK,1,PARTNER_GROUP_MEMBER,PERSON_ID,PERSON_ID,PERSON_ID
ALL,PARTNER_GRP_MEM_RESP_ID_FK,1,PARTNER_GROUP_MEMBER,RESPONSABILITY_ID,RESPONSABILITY_ID,RESPONSABILITY_ID
